ind1, ind2,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
2820,188169,JF126645,12/09/2021 12:00:00 AM,003XX W 40TH PL,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),N,N,925,3,10,,,41.820342,-87.627595,
2821,188172,JE479113,11/30/2021 09:30:00 AM,013XX N CLEAVER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1433,2,11,,,41.9070508,-87.6639411,
2822,188179,JF113513,12/13/2021 03:20:00 PM,059XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,232,20,08A,,,41.8610152,-87.6240099,
2823,188191,JE388827,09/27/2021 09:30:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,41.868108260873385,-87.70862699969273,
2824,188213,JF113759,12/25/2021 12:00:00 AM,076XX S LAFLIN ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,612,17,11,,,41.87189415140237,-87.664045972748,
2825,188215,JF113529,05/10/2021 06:35:00 PM,011XX N MASSASOIT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1511,29,11,,,41.90064616249005,-87.76935357670366,
2826,188242,JF113527,06/01/2021 09:40:00 AM,087XX S Paxton Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,412,8,11,,,,,
2827,188264,JF109977,12/17/2021 11:20:00 PM,002XX S JEFFERSON ST,5011,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,N,N,121,42,26,,,,,
2828,188291,JF113844,12/08/2021 07:00:00 PM,008XX W WINDSOR AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1914,46,26,,,,,
2829,188299,JE479702,11/28/2021 06:07:00 PM,085XX S JUSTINE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,614,21,06,,,,,
2830,188344,JF114178,12/27/2021 01:30:00 PM,077XX N MARSHFIELD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2422,49,11,,,,,
2831,188354,JF113681,12/31/2021 12:00:00 AM,037XX W 62ND PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,823,23,26,,,41.77975765026636,-87.71593943575763,
2832,188383,JF113631,10/19/2021 12:00:00 AM,126XX S TORRENCE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,FACTORY / MANUFACTURING BUILDING,N,N,433,10,17,,,41.66575560294119,-87.558758,
2833,188414,JE488384,12/24/2021 08:30:00 PM,021XX N POINT ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1431,1,06,,,41.91862,-87.6957574,
2834,188419,JE479313,11/20/2021 09:35:00 PM,049XX W ERIE ST,0810,THEFT,OVER $500,STREET,N,N,1532,37,06,,,41.89398251117769,-87.64120377344994,
2835,188428,JF113966,10/31/2021 03:00:00 AM,008XX W ALTGELD ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,1935,43,02,,,41.9266732,-87.6925838,
2836,188432,JF114090,12/22/2021 10:00:00 AM,047XX N OAKVIEW AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1614,38,05,,,,,
2837,188434,JF113629,12/26/2021 12:04:00 PM,116XX S PARNELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,524,34,26,,,41.682017,-87.6360087,
2838,188457,JF113970,12/04/2021 01:03:00 PM,008XX W AGATITE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1914,46,11,,,41.9622114,-87.6936078,
2839,188463,JF113912,12/27/2021 11:00:00 AM,045XX S INDIANA AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,N,N,215,3,26,,,41.812562844147074,-87.62118955493519,
2840,188487,JE493749,12/31/2021 09:30:00 AM,014XX E 76TH ST,0560,ASSAULT,SIMPLE,STREET,N,Y,411,8,08A,,,41.756398625,-87.62087587500001,
2841,188498,JF113540,12/27/2021 05:30:00 PM,064XX S LOWE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,723,20,11,,,41.83055305,-87.64217993677184,
2842,188515,JF169421,12/16/2021 12:00:00 AM,008XX W EASTWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1914,46,06,,,41.9648518,-87.7771814,
2843,188524,JE259529,06/09/2021 10:55:00 AM,038XX W WILCOX ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,Y,N,1122,28,18,,,,,
2844,188540,JE492853,12/18/2021 02:40:00 PM,021XX W NORTH AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1434,2,06,,,41.911291041666665,-87.6353465,
2845,188560,JE479204,12/06/2021 02:08:00 PM,022XX W WELLINGTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1931,32,06,,,41.93578025,-87.68389099999999,
2846,188571,JE479327,08/04/2021 02:00:00 PM,016XX S BLUE ISLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1233,25,11,,,41.8670144,-87.6533638,
2847,188573,JF165854,03/04/2022 11:00:00 AM,028XX W 79TH ST,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,N,N,835,18,06,,,41.7499423,-87.6896596,
2848,188596,JF129328,12/31/2021 12:01:00 AM,064XX S KENWOOD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,314,20,11,,,41.77841766990521,-87.59291424939227,
2849,188613,JE395063,10/01/2021 03:45:00 PM,010XX W 15TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1232,11,11,,,41.86159599053126,-87.65152666653205,
2850,188668,JE491176,12/28/2021 12:00:00 AM,043XX W JACKSON BLVD,0810,THEFT,OVER $500,APARTMENT,N,N,1115,28,06,,,41.87707466330675,-87.73328321772243,
2851,188731,JF129028,12/31/2021 07:50:00 PM,039XX W OGDEN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1013,22,26,,,41.851352,-87.72370233333334,
2852,188775,JF128721,10/01/2021 12:00:00 AM,015XX E 77TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,411,5,26,,,41.75518849659738,-87.58766849678335,
2853,188880,JE479120,12/03/2021 04:20:00 PM,047XX W BELMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,N,N,2521,31,11,,,,,
2855,188978,JE479303,11/23/2021 12:29:00 PM,081XX S JUSTINE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,614,21,06,,,,,
2856,189146,JE493017,12/20/2021 11:30:00 PM,017XX N ST LOUIS AVE,0810,THEFT,OVER $500,STREET,N,N,1422,26,06,,,41.91213679677727,-87.71326312890496,
2857,189429,JF128012,12/25/2021 08:00:00 PM,009XX N MONTICELLO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1112,27,08B,,,41.897654983939944,-87.7174955254994,
2858,189638,JF129403,07/30/2021 12:00:00 AM,013XX N KEDZIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1422,26,11,,,41.88414821046294,-87.70610308294988,
2859,189836,JE492666,12/24/2021 03:30:00 PM,006XX N Michigan Ave,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,1834,42,06,,,41.886599950000004,-87.62500286339855,
2860,190182,JF129777,12/27/2021 12:00:00 AM,007XX N LATROBE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,N,1524,37,17,,,41.8947323,-87.7568938,
2861,190239,JF164400,03/04/2022 07:30:00 PM,022XX W WALTON ST,0810,THEFT,OVER $500,STREET,N,N,1212,2,06,,,41.899828428571425,-87.63551214285714,
2862,190242,JE488605,12/24/2021 04:00:00 PM,002XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,STREET,N,N,114,42,06,,,41.884575897399785,-87.62694679833918,
2863,190249,JF113708,12/24/2021 12:00:00 AM,001XX N LAPORTE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,1532,28,11,,,,,
2864,190348,JF129428,12/15/2021 12:00:00 PM,027XX N HAMLIN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2524,31,08A,,,41.93037586780215,-87.72193811057727,
2865,190355,JF123422,01/24/2022 01:15:00 PM,052XX N CLARK ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,N,N,2013,48,11,,,41.9890975,-87.6698151,
2866,190380,JF126469,12/19/2021 05:55:00 PM,122XX S CARPENTER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,524,34,11,,,41.87271835,-87.65333990793269,
2867,190471,JF123265,01/24/2022 03:20:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1432,1,06,,,41.930099028162914,-87.68495701246596,
2868,190506,JF114735,12/02/2021 12:00:00 AM,037XX S PRINCETON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,915,3,11,,,,,
2869,190547,JF114820,11/13/2021 08:00:00 AM,033XX W 36TH ST,0810,THEFT,OVER $500,OTHER COMMERCIAL TRANSPORTATION,N,N,911,12,06,,,41.8290722,-87.6558008,
2870,190555,JF110493,01/10/2022 11:35:00 AM,008XX N WINCHESTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,1212,32,11,,,41.9931162,-87.6784869,
2871,190642,JF115078,11/26/2021 12:00:00 AM,054XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,932,16,08B,,,,,
2872,190651,JF114553,11/01/2021 12:00:00 AM,070XX S CREGIER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,332,5,26,,,41.7663619,-87.5812232,
2873,190653,JE486336,12/22/2021 09:00:00 PM,052XX W DIVERSEY AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,APARTMENT,N,N,2514,31,03,,,41.93147268036189,-87.75701984375898,
2874,190673,JE451692,11/20/2021 03:58:00 PM,034XX W CHICAGO AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1121,27,08B,,,41.89646536084821,-87.63740914160734,
2875,190725,JF115001,03/20/2021 12:00:00 AM,006XX W BARRY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1934,44,26,,,41.9378052,-87.6737031,
2876,190729,JF109604,01/10/2022 06:00:00 PM,027XX W THOMAS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1211,1,14,,,41.901205083617725,-87.69499259897935,
2877,190732,JF113516,12/17/2021 09:00:00 AM,107XX S CHURCH ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,2212,19,10,,,41.698896877218594,-87.66074569390398,
2878,190764,JF129445,12/08/2021 12:00:00 AM,054XX N NORTHWEST HWY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,1622,45,11,,,41.9823166,-87.7806658,
2879,190843,JF114890,12/26/2021 04:53:00 PM,005XX W Briar Pl,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,1934,44,06,,,,,
2880,190854,JF112777,12/27/2021 12:00:00 AM,073XX N CALIFORNIA AVE,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),N,N,2411,50,10,,,41.8958108,-87.6968248,
2881,190885,JF109553,01/10/2022 05:45:00 PM,009XX N FRANKLIN ST,0560,ASSAULT,SIMPLE,STREET,N,N,1823,27,08A,,,41.882451,-87.635212,
2882,191138,JF114734,12/04/2021 12:00:00 PM,010XX S OAKLEY BLVD,0810,THEFT,OVER $500,APARTMENT,N,N,1225,28,06,,,41.868642073171266,-87.68353315211584,
2883,191265,JF164063,03/04/2022 06:00:00 PM,002XX E Superior ST,0810,THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,N,N,1833,2,06,,,,,
2884,191380,JF114907,09/27/2021 01:00:00 PM,059XX W OHIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1511,29,11,,,41.8924554,-87.6298074,
2885,191692,JE491996,12/25/2021 02:25:00 PM,011XX N STATE ST,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,N,N,1824,2,06,,,41.90265457142857,-87.6283250952381,
2886,191720,JE493701,12/16/2021 12:30:00 PM,025XX N SACRAMENTO AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1414,32,06,,,41.927013,-87.702269,
2887,191854,JE480269,11/24/2021 10:00:00 PM,028XX N ALBANY AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1411,33,06,,,41.93272366253736,-87.70488732403685,
2888,191859,JF126483,01/24/2022 03:35:00 PM,067XX S MAPLEWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,832,17,11,,,,,
2889,191933,JE493693,12/07/2021 12:18:00 PM,009XX N FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1211,26,06,,,41.9304885,-87.6963886,
2890,191938,JF109329,01/10/2022 09:00:00 PM,016XX E 50TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,222,5,14,,,41.80427667147882,-87.58602330571455,
2891,192100,JF115299,11/09/2021 09:00:00 AM,068XX S WASHTENAW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,831,17,11,,,41.87307874130693,-87.69374474970024,
2892,192102,JE475876,12/11/2021 07:27:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1811,32,06,,,41.92519057142857,-87.671479,
2893,192247,JE480257,12/08/2021 10:35:00 AM,081XX S RHODES AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,631,6,06,,,,,
2894,192338,JE493615,12/17/2021 06:10:00 PM,018XX N NATCHEZ AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,2513,29,06,,,41.913178846779516,-87.78850046661528,
2895,192380,JF168062,03/04/2022 01:39:00 PM,021XX W 19TH ST,0810,THEFT,OVER $500,RESIDENCE,N,N,1234,25,06,,,41.85572139942195,-87.67881809393249,
2896,192461,JE480441,12/04/2021 02:30:00 AM,005XX S CLARK ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,GOVERNMENT BUILDING / PROPERTY,N,N,123,4,14,,,41.88142668334273,-87.63097649896656,
2897,192494,JE476004,12/11/2021 04:30:00 AM,046XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,N,N,222,4,14,,,,,
2898,192549,JF112277,01/10/2022 09:00:00 PM,066XX N HARLEM AVE,0810,THEFT,OVER $500,STREET,N,N,1611,41,06,,,41.894072,-87.8051137,
2899,192581,JF129355,12/29/2021 12:00:00 AM,080XX S LOOMIS BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,612,21,11,,,41.7579476,-87.658779,
2900,192583,JF129188,03/26/2021 12:00:00 PM,113XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,531,9,11,,,41.8641477,-87.6223933,
2901,192664,JF169203,09/18/2021 03:00:00 PM,033XX W OGDEN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1024,24,06,,,41.856736346938774,-87.70803544897959,
2902,192715,JF169873,08/01/2021 12:00:00 AM,079XX S TRUMBULL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,834,18,08A,,,41.8518738,-87.7111059,
2903,192716,JF169301,02/18/2022 02:55:00 PM,011XX W WILSON AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1913,46,06,,,41.9658921,-87.6455645,
2904,192719,JF168981,02/24/2022 01:02:00 PM,022XX N CLEVELAND AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1812,43,06,,,41.8966353,-87.6409478,
2905,192747,JF169362,12/03/2021 08:00:00 AM,121XX S STONY ISLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,N,N,434,10,10,,,41.69928025125077,-87.57922971702227,
2906,192795,JF165215,03/04/2022 07:54:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,06,,,41.882476,-87.627957,
2907,192811,JE192297,04/07/2021 01:05:00 PM,009XX N LAVERGNE AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,Y,N,1531,37,18,,,,,
2908,192885,JE191064,04/06/2021 11:43:00 AM,006XX N RIDGEWAY AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1122,27,18,,,,,
2909,192893,JF113444,12/29/2021 12:25:00 PM,043XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,222,4,06,,,41.7778885,-87.5993157,
2910,192911,JF148755,12/23/2021 01:00:00 PM,026XX W FITCH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2411,50,26,,,42.0112254,-87.6973547,
2911,192915,JF148561,10/24/2021 12:00:00 PM,031XX S INDIANA AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,211,3,11,,,41.8641477,-87.6223933,
2912,192932,JE287110,07/02/2021 10:51:00 AM,001XX N MENARD AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1512,29,18,,,41.881004,-87.769676,
2913,192933,JF148545,07/29/2021 12:00:00 PM,106XX S GREEN BAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,432,10,07,,,41.7320249,-87.541562,
2914,192934,JF148906,09/23/2021 01:00:00 PM,077XX S CHAMPLAIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,624,6,07,,,41.684042,-87.607017,
2915,192966,JE391381,09/29/2021 09:20:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,41.8673362,-87.7711208,
2916,192979,JE191313,04/06/2021 12:05:00 PM,021XX S CALIFORNIA AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1023,12,18,,,41.853487285493294,-87.695608966016,
2917,192981,JE287279,07/02/2021 12:58:00 PM,049XX W ERIE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE - PORCH / HALLWAY,Y,N,1532,37,18,,,41.8942263,-87.6362134,
2918,192982,JF115413,11/03/2021 10:30:00 AM,053XX W KINZIE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1523,37,11,,,41.88913838532372,-87.64188234877551,
2919,192984,JF148728,11/27/2021 04:00:00 PM,062XX N LAKEWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,2433,48,06,,,42.0011792,-87.6630801,
2920,192988,JE287143,07/02/2021 10:30:00 AM,020XX S PULASKI RD,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,SIDEWALK,Y,N,1014,24,18,,,41.853739469387754,-87.72470251020408,
2921,193018,JF148770,09/27/2021 07:00:00 AM,052XX S HOMAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,822,14,26,,,,,
2922,193021,JE286035,07/01/2021 01:28:00 PM,039XX W CHICAGO AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,Y,N,1112,37,18,,,41.89645390085979,-87.63829879970208,
2923,193030,JE289511,07/04/2021 09:30:00 AM,027XX S STATE ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,VEHICLE NON-COMMERCIAL,Y,N,133,3,18,,,41.87863565168079,-87.62779991433626,
2924,193035,JE289490,07/04/2021 09:25:00 AM,039XX W FILLMORE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,24,18,,,41.868096907901005,-87.72320589423992,
2925,193047,JE189880,04/05/2021 08:20:00 AM,042XX W ADAMS ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VEHICLE NON-COMMERCIAL,Y,N,1115,28,18,,,41.87783080398195,-87.73089884530576,
2926,193073,JE380591,09/20/2021 11:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,41.86827067285778,-87.7087597934401,
2927,193075,JF148616,01/20/2022 12:00:00 AM,005XX N MC CLURG CT,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1834,42,06,,,,,
2928,193084,JF148672,10/29/2021 01:00:00 PM,072XX S OGLESBY AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,334,7,06,,,41.711699,-87.5657723,
2929,193095,JF148281,02/08/2022 07:11:00 AM,016XX S MICHIGAN AVE,0810,THEFT,OVER $500,CHA APARTMENT,N,N,131,3,06,,,41.87976045918367,-87.62454131632653,
2930,193099,JF115691,11/22/2021 08:00:00 AM,059XX W BYRON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1633,38,11,,,41.9526097,-87.67276186140019,
2931,193106,JE401254,10/01/2021 01:00:00 PM,026XX W HADDON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1211,1,06,,,41.9024516,-87.6668687,
2932,193108,JF148458,12/28/2021 04:00:00 AM,012XX W 73RD ST,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,N,Y,734,17,17,,,41.76190634736907,-87.62789325258171,
2933,193141,JE191315,04/06/2021 02:40:00 PM,002XX N KARLOV AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1114,28,18,,,,,
2934,193142,JF148661,11/04/2021 12:43:00 PM,035XX N KIMBALL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1732,35,11,,,41.94410339022299,-87.71274731546008,
2935,193144,JF168931,03/03/2022 09:47:00 PM,026XX N MOODY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2512,30,11,,,41.9951044,-87.7815927,
2936,193170,JE287135,07/02/2021 11:17:00 AM,040XX W MONROE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1115,28,18,,,41.87983623916606,-87.72619356219427,
2937,193194,JF116355,09/01/2021 09:00:00 AM,104XX S TALMAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2211,19,11,,,41.7499556,-87.6889524,
2938,193201,JF116046,12/15/2021 12:00:00 AM,011XX W NORTH SHORE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2432,49,06,,,42.00362806506214,-87.65891353901193,
2939,193222,JE287200,07/02/2021 11:30:00 AM,034XX W OHIO ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE - PORCH / HALLWAY,Y,N,1121,27,18,,,41.89191814282302,-87.71222414759896,
2940,193234,JF115618,10/22/2021 02:00:00 PM,059XX S RACINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,713,16,11,,,41.8802091,-87.6572748,
2941,193264,JF113645,12/19/2021 01:45:00 PM,008XX S MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,N,N,123,4,11,,,,,
2942,193308,JF148570,12/17/2021 07:00:00 PM,030XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,1124,28,08A,,,41.878017453785034,-87.63552929449645,
2943,193319,JF115881,11/29/2021 12:00:00 PM,071XX S FRANCISCO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,831,18,06,,,,,
2944,193367,JE493762,12/28/2021 08:20:00 PM,005XX N HERMITAGE AVE,0810,THEFT,OVER $500,STREET,N,N,1215,1,06,,,,,
2945,193392,JE289616,07/04/2021 11:21:00 AM,050XX S ADA ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,Y,N,933,20,18,,,41.7668233,-87.657797,
2946,193465,JF111596,10/15/2021 12:00:00 PM,005XX E 95TH ST,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,N,N,633,9,10,,,41.7229673,-87.5749628,
2947,193582,JF115729,07/13/2021 08:00:00 AM,119XX S PRINCETON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,N,Y,522,34,26,,,41.67722497943871,-87.62995745424178,
2948,193624,JF115874,12/28/2021 12:00:00 PM,042XX N LOWELL AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,ALLEY,N,N,1722,39,24,,,41.9608548,-87.7370065,
2949,193704,JF152110,02/13/2022 01:52:00 PM,004XX E 66TH ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,312,20,06,,,44.8835788,-93.263032,
2950,193709,JE481434,12/12/2021 02:35:00 PM,016XX N MASON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2531,29,06,,,41.883322695096325,-87.77343749819988,
2951,193736,JF116328,12/20/2021 10:00:00 PM,014XX S MUSEUM CAMPUS DR,0810,THEFT,OVER $500,SPORTS ARENA / STADIUM,N,N,132,4,06,,,41.8662155,-87.6137248,
2952,193742,JF153617,11/17/2021 12:00:00 AM,036XX S ELLIS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,212,4,05,,,41.82930069885205,-87.60840713472241,
2953,193745,JF115451,09/25/2021 02:00:00 PM,005XX W MADISON ST,0810,THEFT,OVER $500,APARTMENT,N,N,121,42,06,,,41.8821707,-87.6286808,
